text,id,label
" (6)If the lead manager is an associate of the issuer, it shall disclose itself as an associate of the issuer and its role shall be limited to marketing of the issue.]
                 ",2360,"[{""end"": 23, ""labels"": [""Subject-Organisation""], ""start"": 11, ""text"": ""lead manager""}, {""end"": 53, ""labels"": [""Subject-Organisation""], ""start"": 47, ""text"": ""issuer""}, {""end"": 79, ""labels"": [""Objective""], ""start"": 58, ""text"": ""shall disclose itself""}, {""end"": 109, ""labels"": [""Subject-Organisation""], ""start"": 102, ""text"": "" issuer""}, {""end"": 165, ""labels"": [""Objective""], ""start"": 143, ""text"": ""marketing of the issue""}, {""end"": 122, ""labels"": [""Object-General""], ""start"": 114, ""text"": ""its role""}, {""end"": 53, ""labels"": [""Subject-Individual""], ""start"": 30, ""text"": ""associate of the issuer""}, {""end"": 95, ""labels"": [""Subject-Individual""], ""start"": 83, ""text"": ""an associate""}]"
" (2)The listed entity shall not file any scheme of arrangement under sections 391-394 and 101 of the Companies Act, 1956 or under Sections 230-234 and Section 66 of Companies Act, 2013 ,whichever applicable, with any Court or Tribunal unless it has obtained observation letter or No-objection letter from the stock exchange(s).
                 ",3971,"[{""end"": 21, ""labels"": [""Subject-Organisation""], ""start"": 8, ""text"": ""listed entity""}, {""end"": 120, ""labels"": [""Legal Doc""], ""start"": 69, ""text"": ""sections 391-394 and 101 of the Companies Act, 1956""}, {""end"": 184, ""labels"": [""Legal Doc""], ""start"": 130, ""text"": ""Sections 230-234 and Section 66 of Companies Act, 2013""}, {""end"": 62, ""labels"": [""Objective""], ""start"": 22, ""text"": ""shall not file any scheme of arrangement""}, {""end"": 222, ""labels"": [""Subject-Organisation""], ""start"": 216, ""text"": "" Court""}, {""end"": 234, ""labels"": [""Subject-Organisation""], ""start"": 226, ""text"": ""Tribunal""}, {""end"": 276, ""labels"": [""Object-General""], ""start"": 258, ""text"": ""observation letter""}, {""end"": 299, ""labels"": [""Object-General""], ""start"": 280, ""text"": ""No-objection letter""}, {""end"": 326, ""labels"": [""Subject-Organisation""], ""start"": 309, ""text"": ""stock exchange(s)""}, {""end"": 257, ""labels"": [""Transaction""], ""start"": 248, ""text"": "" obtained""}]"
" (2) No issuer shall issue an advertisement which is misleading in material particular or which contain any information in a distorted manner or which is manipulative or deceptive.
                 ",2376,"[{""end"": 14, ""labels"": [""Subject-Organisation""], ""start"": 8, ""text"": ""issuer""}, {""end"": 43, ""labels"": [""Object-General""], ""start"": 30, ""text"": ""advertisement""}, {""end"": 43, ""labels"": [""Objective""], ""start"": 5, ""text"": ""No issuer shall issue an advertisement""}, {""end"": 75, ""labels"": [""Object-General""], ""start"": 53, ""text"": ""misleading in material""}, {""end"": 119, ""labels"": [""Object-General""], ""start"": 108, ""text"": ""information""}]"
" 31[(11). The statement to be annexed to the notice as referred to in sub-section (1) of section 102 of the Companies Act, 2013 for each item of special business to be transacted at a general meeting shall also set forth clearly the recommendation of the board to the shareholders on each of the specific items.]
                 ",3863,"[{""end"": 127, ""labels"": [""Legal Doc""], ""start"": 70, ""text"": ""sub-section (1) of section 102 of the Companies Act, 2013""}, {""end"": 280, ""labels"": [""Subject-Individual""], ""start"": 268, ""text"": ""shareholders""}, {""end"": 260, ""labels"": [""Subject-Organisation""], ""start"": 255, ""text"": ""board""}, {""end"": 247, ""labels"": [""Objective""], ""start"": 200, ""text"": ""shall also set forth clearly the recommendation""}, {""end"": 199, ""labels"": [""Object-General""], ""start"": 184, ""text"": ""general meeting""}, {""end"": 161, ""labels"": [""Object-General""], ""start"": 145, ""text"": ""special business""}, {""end"": 51, ""labels"": [""Object-General""], ""start"": 45, ""text"": ""notice""}, {""end"": 37, ""labels"": [""Transaction""], ""start"": 30, ""text"": ""annexed""}]"
" (3) The advertisement shall be truthful, fair and clear and shall not contain a statement, promise or forecast which is untrue or misleading.
                 ",2377,"[{""end"": 22, ""labels"": [""Object-General""], ""start"": 9, ""text"": ""advertisement""}, {""end"": 78, ""labels"": [""Objective""], ""start"": 61, ""text"": ""shall not contain""}, {""end"": 56, ""labels"": [""Object-General""], ""start"": 32, ""text"": ""truthful, fair and clear""}]"
" (2)In particular, and without prejudice to the generality of the foregoing power, such guidance notes or circulars may provide for all or any of the following matters, namely:
(a)procedural aspects including intimation to be given, documents to be submitted;
(b)disclosure requirements;
(c)listing conditions.
Power to relax strict enforcement of the regulations.
                 ",4165,"[{""end"": 102, ""labels"": [""Object-General""], ""start"": 88, ""text"": ""guidance notes""}, {""end"": 115, ""labels"": [""Object-General""], ""start"": 106, ""text"": ""circulars""}, {""end"": 286, ""labels"": [""Objective""], ""start"": 263, ""text"": ""disclosure requirements""}, {""end"": 258, ""labels"": [""Objective""], ""start"": 233, ""text"": ""documents to be submitted""}, {""end"": 231, ""labels"": [""Objective""], ""start"": 180, ""text"": ""procedural aspects including intimation to be given""}, {""end"": 309, ""labels"": [""Objective""], ""start"": 291, ""text"": ""listing conditions""}, {""end"": 167, ""labels"": [""Objective""], ""start"": 116, ""text"": ""may provide for all or any of the following matters""}, {""end"": 363, ""labels"": [""Objective""], ""start"": 311, ""text"": ""Power to relax strict enforcement of the regulations""}]"
" 7.(1) No issuer shall make a public issue of municipal debt securities unless a draft offer document has been filed with the Board and designated stock exchange through the lead manager:
 Provided that where an issuer has filed a shelf offer document, not more than four public issuances shall be made through a single shelf offer document.
                 ",2361,"[{""end"": 16, ""labels"": [""Subject-Organisation""], ""start"": 10, ""text"": ""issuer""}, {""end"": 42, ""labels"": [""Legal Term""], ""start"": 30, ""text"": ""public issue""}, {""end"": 71, ""labels"": [""Legal Term""], ""start"": 46, ""text"": ""municipal debt securities""}, {""end"": 101, ""labels"": [""Legal Term""], ""start"": 81, ""text"": ""draft offer document""}, {""end"": 116, ""labels"": [""Transaction""], ""start"": 102, ""text"": ""has been filed""}, {""end"": 131, ""labels"": [""Authority""], ""start"": 126, ""text"": ""Board""}, {""end"": 161, ""labels"": [""Subject-Organisation""], ""start"": 136, ""text"": ""designated stock exchange""}, {""end"": 186, ""labels"": [""Subject-Organisation""], ""start"": 174, ""text"": ""lead manager""}, {""end"": 219, ""labels"": [""Subject-Organisation""], ""start"": 211, ""text"": "" issuer ""}, {""end"": 251, ""labels"": [""Legal Term""], ""start"": 231, ""text"": ""shelf offer document""}, {""end"": 271, ""labels"": [""Value""], ""start"": 253, ""text"": ""not more than four""}, {""end"": 288, ""labels"": [""Legal Term""], ""start"": 272, ""text"": ""public issuances""}, {""end"": 340, ""labels"": [""Legal Term""], ""start"": 320, ""text"": ""shelf offer document""}, {""end"": 319, ""labels"": [""Value""], ""start"": 313, ""text"": ""single""}]"
" (9)Public interest directors shall be remunerated only by way of sitting fees as admissible to independent directors in the Companies Act, 2013.
                 ",2875,"[{""end"": 50, ""labels"": [""Objective""], ""start"": 30, ""text"": ""shall be remunerated""}, {""end"": 145, ""labels"": [""Subject-Organisation""], ""start"": 124, ""text"": "" Companies Act, 2013.""}, {""end"": 117, ""labels"": [""Subject-Individual""], ""start"": 96, ""text"": ""independent directors""}, {""end"": 29, ""labels"": [""Subject-Individual""], ""start"": 4, ""text"": ""Public interest directors""}, {""end"": 78, ""labels"": [""Object-General""], ""start"": 66, ""text"": ""sitting fees""}]"
" (3)Recognised stock exchange and a recognised clearing corporation shall disclose resources committed towards strengthening regulatory functions and towards ensuring compliance with regulatory requirements applicable to the recognised stock exchange or recognised clearing corporation, as the case may be, backed by an activity based accounting in the report under section 134 of the Companies Act, 2013.
                 ",2906,"[{""end"": 29, ""labels"": [""Subject-Organisation""], ""start"": 4, ""text"": ""Recognised stock exchange""}, {""end"": 67, ""labels"": [""Subject-Organisation""], ""start"": 36, ""text"": ""recognised clearing corporation""}, {""end"": 82, ""labels"": [""Objective""], ""start"": 68, ""text"": ""shall disclose""}, {""end"": 206, ""labels"": [""Object-General""], ""start"": 83, ""text"": ""resources committed towards strengthening regulatory functions and towards ensuring compliance with regulatory requirements""}, {""end"": 250, ""labels"": [""Subject-Organisation""], ""start"": 225, ""text"": ""recognised stock exchange""}, {""end"": 285, ""labels"": [""Subject-Organisation""], ""start"": 254, ""text"": ""recognised clearing corporation""}, {""end"": 404, ""labels"": [""Legal Doc""], ""start"": 366, ""text"": ""section 134 of the Companies Act, 2013""}, {""end"": 345, ""labels"": [""Legal Term""], ""start"": 335, ""text"": ""accounting""}]"
" (6)The trustee shall review the transactions carried out between the investment manager and its associates and where the investment manager has advised that there may be a conflict of interest, shall obtain confirmation from a practising chartered accountant 73[or valuer, as applicable,] that such transaction is on arm's length basis.
                 ",3340,"[{""end"": 15, ""labels"": [""Subject-Individual""], ""start"": 8, ""text"": ""trustee""}, {""end"": 45, ""labels"": [""Objective""], ""start"": 16, ""text"": ""shall review the transactions""}, {""end"": 88, ""labels"": [""Subject-Individual""], ""start"": 69, ""text"": "" investment manager""}, {""end"": 140, ""labels"": [""Subject-Individual""], ""start"": 122, ""text"": ""investment manager""}, {""end"": 259, ""labels"": [""Objective""], ""start"": 195, ""text"": ""shall obtain confirmation from a practising chartered accountant""}, {""end"": 259, ""labels"": [""Subject-Individual""], ""start"": 239, ""text"": ""chartered accountant""}]"
" 10.(1) The issuer and 19[lead manager] shall ensure that:
(a)every application form issued by the issuer is accompanied by a copy of the 20[term sheet];
(b)the 21[term sheet] shall not contain matters which are extraneous to the contents of the 22[offer document];
(c)adequate space shall be provided in the application form to enable the investors to fill in various details like name, address, etc:
23[Provided that where the issuer is a body corporate to which the Companies Act, 2013 applies, the term sheet may be read as abridged prospectus]
                 ",2382,"[{""end"": 18, ""labels"": [""Subject-Organisation""], ""start"": 12, ""text"": ""issuer""}, {""end"": 38, ""labels"": [""Subject-Individual""], ""start"": 26, ""text"": ""lead manager""}, {""end"": 130, ""labels"": [""Objective""], ""start"": 68, ""text"": ""application form issued by the issuer is accompanied by a copy""}, {""end"": 222, ""labels"": [""Objective""], ""start"": 176, ""text"": ""shall not contain matters which are extraneous""}, {""end"": 151, ""labels"": [""Legal Term""], ""start"": 141, ""text"": ""term sheet""}, {""end"": 174, ""labels"": [""Legal Term""], ""start"": 164, ""text"": ""term sheet""}, {""end"": 263, ""labels"": [""Legal Term""], ""start"": 249, ""text"": ""offer document""}, {""end"": 325, ""labels"": [""Legal Term""], ""start"": 309, ""text"": ""application form""}, {""end"": 436, ""labels"": [""Subject-Organisation""], ""start"": 429, ""text"": ""issuer ""}, {""end"": 488, ""labels"": [""Legal Doc""], ""start"": 469, ""text"": ""Companies Act, 2013""}, {""end"": 512, ""labels"": [""Legal Term""], ""start"": 502, ""text"": ""term sheet""}, {""end"": 547, ""labels"": [""Legal Term""], ""start"": 528, ""text"": ""abridged prospectus""}, {""end"": 84, ""labels"": [""Object-General""], ""start"": 68, ""text"": ""application form""}]"
" (3) The appointment of the managing director shall be for a term not exceeding five years:
 Provided that post the completion of the first term, the recognized stock exchange or the recognized clearing corporation shall conduct the appointment process for appointment of the Managing Director afresh:
                 ",2880,"[{""end"": 45, ""labels"": [""Objective""], ""start"": 9, ""text"": ""appointment of the managing director""}, {""end"": 84, ""labels"": [""Value""], ""start"": 80, ""text"": ""five""}, {""end"": 90, ""labels"": [""Date/Time""], ""start"": 59, ""text"": ""a term not exceeding five years""}, {""end"": 175, ""labels"": [""Subject-Organisation""], ""start"": 150, ""text"": ""recognized stock exchange""}, {""end"": 214, ""labels"": [""Subject-Organisation""], ""start"": 183, ""text"": ""recognized clearing corporation""}, {""end"": 293, ""labels"": [""Objective""], ""start"": 215, ""text"": ""shall conduct the appointment process for appointment of the Managing Director""}, {""end"": 293, ""labels"": [""Subject-Individual""], ""start"": 276, ""text"": ""Managing Director""}, {""end"": 144, ""labels"": [""Transaction""], ""start"": 116, ""text"": ""completion of the first term""}]"
" 6A. (1)The issuer shall appoint one or more merchant bankers, which are registered with the Board, as lead manager(s) to the issue.
                 ",2357,"[{""end"": 18, ""labels"": [""Subject-Organisation""], ""start"": 12, ""text"": ""issuer""}, {""end"": 32, ""labels"": [""Transaction""], ""start"": 19, ""text"": ""shall appoint""}, {""end"": 44, ""labels"": [""Value""], ""start"": 33, ""text"": ""one or more""}, {""end"": 61, ""labels"": [""Subject-Organisation""], ""start"": 45, ""text"": ""merchant bankers""}, {""end"": 98, ""labels"": [""Authority""], ""start"": 93, ""text"": ""Board""}, {""end"": 118, ""labels"": [""Subject-Organisation""], ""start"": 103, ""text"": ""lead manager(s)""}, {""end"": 131, ""labels"": [""Legal Term""], ""start"": 126, ""text"": ""issue""}, {""end"": 61, ""labels"": [""Objective""], ""start"": 19, ""text"": ""shall appoint one or more merchant bankers""}]"
"  Provided that in case the issuer is a body corporate to which the Companies Act, 2013 applies, the accounts of the issuer shall be audited by an auditor, in terms of section 139 of the Companies Act, 2013 and the Rules made thereunder.]
                 ",2456,"[{""end"": 54, ""labels"": [""Subject-Organisation""], ""start"": 40, ""text"": ""body corporate""}, {""end"": 34, ""labels"": [""Subject-Organisation""], ""start"": 28, ""text"": ""issuer""}, {""end"": 87, ""labels"": [""Legal Doc""], ""start"": 68, ""text"": ""Companies Act, 2013""}, {""end"": 109, ""labels"": [""Legal Term""], ""start"": 101, ""text"": ""accounts""}, {""end"": 123, ""labels"": [""Subject-Organisation""], ""start"": 117, ""text"": ""issuer""}, {""end"": 140, ""labels"": [""Legal Term""], ""start"": 133, ""text"": ""audited""}, {""end"": 154, ""labels"": [""Subject-Individual""], ""start"": 147, ""text"": ""auditor""}, {""end"": 206, ""labels"": [""Legal Doc""], ""start"": 168, ""text"": ""section 139 of the Companies Act, 2013""}, {""end"": 220, ""labels"": [""Object-General""], ""start"": 215, ""text"": ""Rules""}, {""end"": 140, ""labels"": [""Objective""], ""start"": 124, ""text"": ""shall be audited""}]"
" 14.An issuer desirous of making an offer of debt securities to the public shall make an application for listing to one or more recognised stock exchanges:
 Provided that in case of issuer being corporate municipal entity, such an application shall be made in terms of sub-section (1) of section 40 of the Companies Act, 2013.”
                 ",2401,"[{""end"": 13, ""labels"": [""Subject-Organisation""], ""start"": 7, ""text"": ""issuer""}, {""end"": 100, ""labels"": [""Objective""], ""start"": 75, ""text"": ""shall make an application""}, {""end"": 112, ""labels"": [""Legal Term""], ""start"": 105, ""text"": ""listing""}, {""end"": 154, ""labels"": [""Subject-Organisation""], ""start"": 128, ""text"": ""recognised stock exchanges""}, {""end"": 188, ""labels"": [""Subject-Organisation""], ""start"": 182, ""text"": ""issuer""}, {""end"": 221, ""labels"": [""Subject-Organisation""], ""start"": 195, ""text"": ""corporate municipal entity""}, {""end"": 256, ""labels"": [""Objective""], ""start"": 243, ""text"": ""shall be made""}, {""end"": 60, ""labels"": [""Legal Term""], ""start"": 45, ""text"": ""debt securities""}, {""end"": 41, ""labels"": [""Transaction""], ""start"": 26, ""text"": ""making an offer""}, {""end"": 119, ""labels"": [""Value""], ""start"": 116, ""text"": ""one""}, {""end"": 127, ""labels"": [""Value""], ""start"": 116, ""text"": ""one or more""}, {""end"": 325, ""labels"": [""Legal Doc""], ""start"": 269, ""text"": ""sub-section (1) of section 40 of the Companies Act, 2013""}]"
" (4) Any advertisement issued by the issuer shall not contain any matters which are extraneous to the contents of the offer document.
                 ",2378,"[{""end"": 22, ""labels"": [""Object-General""], ""start"": 9, ""text"": ""advertisement""}, {""end"": 61, ""labels"": [""Objective""], ""start"": 44, ""text"": ""shall not contain""}, {""end"": 43, ""labels"": [""Subject-Organisation""], ""start"": 37, ""text"": ""issuer""}, {""end"": 43, ""labels"": [""Transaction""], ""start"": 23, ""text"": ""issued by the issuer""}, {""end"": 133, ""labels"": [""Legal Term""], ""start"": 118, ""text"": ""offer document.""}, {""end"": 111, ""labels"": [""Object-General""], ""start"": 102, ""text"": ""contents ""}]"
" (2)A participant shall register the transfer of securities to or from a beneficial owner’s account only on receipt of instructions from the beneficial owner and thereafter confirm the same to the beneficial owner in a manner as specified by the depository in its bye-laws.
                 ",3093,"[{""end"": 17, ""labels"": [""Subject-Individual""], ""start"": 6, ""text"": ""participant""}, {""end"": 59, ""labels"": [""Objective""], ""start"": 24, ""text"": ""register the transfer of securities""}, {""end"": 91, ""labels"": [""Subject-Individual""], ""start"": 73, ""text"": ""beneficial owner\u2019s""}, {""end"": 157, ""labels"": [""Subject-Individual""], ""start"": 141, ""text"": ""beneficial owner""}, {""end"": 172, ""labels"": [""Date/Time""], ""start"": 162, ""text"": ""thereafter""}, {""end"": 213, ""labels"": [""Subject-Individual""], ""start"": 197, ""text"": ""beneficial owner""}, {""end"": 256, ""labels"": [""Subject-Organisation""], ""start"": 246, ""text"": ""depository""}, {""end"": 272, ""labels"": [""Legal Term""], ""start"": 264, ""text"": ""bye-laws""}]"
" (3) Where any person makes a request for a physical copy of the offer document, the same shall be provided to him by the issuer or lead merchant banker.”
 Page - 16 - of 68
(6)Any promotional or educative advertisement issued by the issuer during the subscription period shall not make any reference to the issue of 17[municipal debt securities] or be used for solicitation.
18[term sheet] and application forms.
                 ",2381,"[{""end"": 21, ""labels"": [""Subject-Individual""], ""start"": 11, ""text"": ""any person""}, {""end"": 107, ""labels"": [""Objective""], ""start"": 90, ""text"": ""shall be provided""}, {""end"": 79, ""labels"": [""Legal Term""], ""start"": 65, ""text"": ""offer document""}, {""end"": 128, ""labels"": [""Subject-Organisation""], ""start"": 122, ""text"": ""issuer""}, {""end"": 152, ""labels"": [""Subject-Individual""], ""start"": 132, ""text"": ""lead merchant banker""}, {""end"": 219, ""labels"": [""Object-General""], ""start"": 206, ""text"": ""advertisement""}, {""end"": 240, ""labels"": [""Subject-Organisation""], ""start"": 234, ""text"": ""issuer""}, {""end"": 345, ""labels"": [""Legal Term""], ""start"": 320, ""text"": ""municipal debt securities""}, {""end"": 412, ""labels"": [""Legal Term""], ""start"": 395, ""text"": ""application forms""}, {""end"": 300, ""labels"": [""Objective""], ""start"": 272, ""text"": ""shall not make any reference""}]"
" 22.(1) For the redemption of the debentures issued by a corporate municipal entity, the issuer shall create debenture redemption reserve in accordance with the provisions of the Companies Act, 2013 and the rules made thereunder.
                 ",2440,"[{""end"": 83, ""labels"": [""Subject-Organisation""], ""start"": 57, ""text"": ""corporate municipal entity""}, {""end"": 95, ""labels"": [""Subject-Organisation""], ""start"": 89, ""text"": ""issuer""}, {""end"": 198, ""labels"": [""Legal Doc""], ""start"": 179, ""text"": ""Companies Act, 2013""}, {""end"": 228, ""labels"": [""Transaction""], ""start"": 206, ""text"": "" rules made thereunder""}, {""end"": 137, ""labels"": [""Legal Term""], ""start"": 109, ""text"": ""debenture redemption reserve""}, {""end"": 44, ""labels"": [""Legal Term""], ""start"": 34, ""text"": ""debentures""}]"
" (3)Depository shall disclose resources committed towards strengthening regulatory functions and towards ensuring compliance with regulatory requirements applicable to the depository, backed by an activity based accounting in the report under section 134 of the Companies Act, 2013.
                 ",3046,"[{""end"": 281, ""labels"": [""Legal Doc""], ""start"": 243, ""text"": ""section 134 of the Companies Act, 2013""}, {""end"": 14, ""labels"": [""Subject-Organisation""], ""start"": 4, ""text"": ""Depository""}, {""end"": 29, ""labels"": [""Objective""], ""start"": 15, ""text"": ""shall disclose""}, {""end"": 92, ""labels"": [""Transaction""], ""start"": 58, ""text"": ""strengthening regulatory functions""}, {""end"": 124, ""labels"": [""Transaction""], ""start"": 97, ""text"": ""towards ensuring compliance""}, {""end"": 182, ""labels"": [""Subject-Organisation""], ""start"": 172, ""text"": ""depository""}]"
" (4)The Board shall replace an Administrator in the event his registration with the Insolvency and Bankruptcy Board of India is cancelled or suspended.
                 ",2600,"[{""end"": 124, ""labels"": [""Authority""], ""start"": 84, ""text"": ""Insolvency and Bankruptcy Board of India""}, {""end"": 13, ""labels"": [""Authority""], ""start"": 8, ""text"": ""Board""}, {""end"": 44, ""labels"": [""Authority""], ""start"": 31, ""text"": ""Administrator""}, {""end"": 27, ""labels"": [""Objective""], ""start"": 14, ""text"": ""shall replace""}, {""end"": 150, ""labels"": [""Transaction""], ""start"": 62, ""text"": ""registration with the Insolvency and Bankruptcy Board of India is cancelled or suspended""}]"
" (5)Senior management shall make disclosures to the board of directors relating to all material, financial and commercial transactions, where they have personal interest that may have a potential conflict with the interest of the listed entity at large.
                 ",3904,"[{""end"": 21, ""labels"": [""Subject-Organisation""], ""start"": 4, ""text"": ""Senior management""}, {""end"": 44, ""labels"": [""Objective""], ""start"": 22, ""text"": ""shall make disclosures""}, {""end"": 70, ""labels"": [""Subject-Organisation""], ""start"": 52, ""text"": ""board of directors""}, {""end"": 134, ""labels"": [""Transaction""], ""start"": 87, ""text"": ""material, financial and commercial transactions""}, {""end"": 243, ""labels"": [""Object-General""], ""start"": 230, ""text"": ""listed entity""}]"
" (11)The defaulter, and its officers who are in default as defined under section 2 of the Companies Act, 2013, as applicable, shall furnish an undertaking that they shall be liable for payment if any complaint is received in future by the Board from any investor.
                 ",2587,"[{""end"": 36, ""labels"": [""Subject-Individual""], ""start"": 28, ""text"": ""officers""}, {""end"": 109, ""labels"": [""Legal Doc""], ""start"": 73, ""text"": ""section 2 of the Companies Act, 2013""}, {""end"": 244, ""labels"": [""Authority""], ""start"": 239, ""text"": ""Board""}, {""end"": 262, ""labels"": [""Subject-Individual""], ""start"": 254, ""text"": ""investor""}, {""end"": 154, ""labels"": [""Objective""], ""start"": 126, ""text"": ""shall furnish an undertaking""}, {""end"": 192, ""labels"": [""Objective""], ""start"": 165, ""text"": ""shall be liable for payment""}, {""end"": 18, ""labels"": [""Subject-Individual""], ""start"": 9, ""text"": ""defaulter""}, {""end"": 55, ""labels"": [""Legal Term""], ""start"": 48, ""text"": ""default""}, {""end"": 221, ""labels"": [""Transaction""], ""start"": 200, ""text"": ""complaint is received""}, {""end"": 231, ""labels"": [""Date/Time""], ""start"": 225, ""text"": ""future""}]"
" 33.An application in Form F of the First Schedule, which is not complete in all respects and does not conform to the instructions specified therein, shall be rejected:
 Provided that before rejecting any such application, the applicant shall be given in writing an opportunity to remove within thirty days of the date of communication in this regard, the objections indicated by the Board:
                 ",3050,"[{""end"": 50, ""labels"": [""Legal Doc""], ""start"": 22, ""text"": ""Form F of the First Schedule""}, {""end"": 18, ""labels"": [""Object-General""], ""start"": 7, ""text"": ""application""}, {""end"": 167, ""labels"": [""Objective""], ""start"": 150, ""text"": ""shall be rejected""}, {""end"": 148, ""labels"": [""Transaction""], ""start"": 61, ""text"": ""not complete in all respects and does not conform to the instructions specified therein""}, {""end"": 221, ""labels"": [""Object-General""], ""start"": 210, ""text"": ""application""}, {""end"": 236, ""labels"": [""Subject-Individual""], ""start"": 227, ""text"": ""applicant""}, {""end"": 277, ""labels"": [""Objective""], ""start"": 237, ""text"": ""shall be given in writing an opportunity""}, {""end"": 301, ""labels"": [""Value""], ""start"": 295, ""text"": ""thirty""}, {""end"": 335, ""labels"": [""Date/Time""], ""start"": 295, ""text"": ""thirty days of the date of communication""}, {""end"": 366, ""labels"": [""Object-General""], ""start"": 356, ""text"": ""objections""}, {""end"": 389, ""labels"": [""Authority""], ""start"": 384, ""text"": ""Board""}, {""end"": 200, ""labels"": [""Transaction""], ""start"": 191, ""text"": ""rejecting""}]"
"  Provided that where the issuer is a body corporate to which the Companies Act, 2013 applies or is a Special Purpose Vehicle, which is set up for the purpose of raising funds for an person for performing one or more functions entrusted under Article 243W of the Constitution of India, the requirements at clause (a) shall be complied by the person being financed;
(b)Any other conditions as may be specified by the Board from time to time.]
12[Disclosures in the draft offer document and offer document.
                 ",2354,"[{""end"": 32, ""labels"": [""Subject-Organisation""], ""start"": 26, ""text"": ""issuer""}, {""end"": 85, ""labels"": [""Legal Doc""], ""start"": 66, ""text"": ""Companies Act, 2013""}, {""end"": 125, ""labels"": [""Subject-Organisation""], ""start"": 102, ""text"": ""Special Purpose Vehicle""}, {""end"": 52, ""labels"": [""Subject-Organisation""], ""start"": 36, ""text"": ""a body corporate""}, {""end"": 175, ""labels"": [""Objective""], ""start"": 162, ""text"": ""raising funds""}, {""end"": 189, ""labels"": [""Subject-Individual""], ""start"": 183, ""text"": ""person""}, {""end"": 204, ""labels"": [""Transaction""], ""start"": 194, ""text"": ""performing""}, {""end"": 216, ""labels"": [""Value""], ""start"": 205, ""text"": ""one or more""}, {""end"": 226, ""labels"": [""Object-General""], ""start"": 217, ""text"": ""functions""}, {""end"": 284, ""labels"": [""Legal Doc""], ""start"": 243, ""text"": ""Article 243W of the Constitution of India""}, {""end"": 316, ""labels"": [""Legal Doc""], ""start"": 306, ""text"": ""clause (a)""}, {""end"": 363, ""labels"": [""Subject-Individual""], ""start"": 342, ""text"": ""person being financed""}, {""end"": 388, ""labels"": [""Object-General""], ""start"": 368, ""text"": ""Any other conditions""}, {""end"": 421, ""labels"": [""Authority""], ""start"": 416, ""text"": ""Board""}, {""end"": 484, ""labels"": [""Legal Term""], ""start"": 464, ""text"": ""draft offer document""}, {""end"": 503, ""labels"": [""Legal Term""], ""start"": 489, ""text"": ""offer document""}, {""end"": 456, ""labels"": [""Object-General""], ""start"": 445, ""text"": ""Disclosures""}, {""end"": 364, ""labels"": [""Objective""], ""start"": 317, ""text"": ""shall be complied by the person being financed;""}]"
" (8)Subject to the provisions of the pledge document, the pledgee may invoke the pledge and on such invocation, the depository shall register the pledgee as beneficial owner of such securities and amend its records accordingly.
                 ",3135,"[{""end"": 52, ""labels"": [""Object-General""], ""start"": 37, ""text"": ""pledge document""}, {""end"": 65, ""labels"": [""Subject-Individual""], ""start"": 58, ""text"": ""pledgee""}, {""end"": 87, ""labels"": [""Object-General""], ""start"": 81, ""text"": ""pledge""}, {""end"": 87, ""labels"": [""Objective""], ""start"": 70, ""text"": ""invoke the pledge""}, {""end"": 126, ""labels"": [""Subject-Organisation""], ""start"": 116, ""text"": ""depository""}, {""end"": 110, ""labels"": [""Transaction""], ""start"": 100, ""text"": ""invocation""}, {""end"": 192, ""labels"": [""Objective""], ""start"": 133, ""text"": ""register the pledgee as beneficial owner of such securities""}, {""end"": 173, ""labels"": [""Subject-Individual""], ""start"": 157, ""text"": ""beneficial owner""}, {""end"": 192, ""labels"": [""Legal Term""], ""start"": 182, ""text"": ""securities""}, {""end"": 214, ""labels"": [""Objective""], ""start"": 197, ""text"": ""amend its records""}]"
" 7. (1) No issuer shall make a public issue of revenue bonds unless a draft offer document has been filed with the designated stock exchange through the lead merchant banker:
 Provided that where an issuer has filed a shelf prospectus, not more than four public issuances shall be made through a single shelf prospectus during a financial year.
                 ",2362,"[{""end"": 17, ""labels"": [""Subject-Organisation""], ""start"": 11, ""text"": ""issuer""}, {""end"": 43, ""labels"": [""Legal Term""], ""start"": 31, ""text"": ""public issue""}, {""end"": 60, ""labels"": [""Legal Term""], ""start"": 47, ""text"": ""revenue bonds""}, {""end"": 90, ""labels"": [""Legal Term""], ""start"": 70, ""text"": ""draft offer document""}, {""end"": 105, ""labels"": [""Transaction""], ""start"": 91, ""text"": ""has been filed""}, {""end"": 140, ""labels"": [""Subject-Organisation""], ""start"": 115, ""text"": ""designated stock exchange""}, {""end"": 173, ""labels"": [""Subject-Organisation""], ""start"": 153, ""text"": ""lead merchant banker""}, {""end"": 205, ""labels"": [""Subject-Organisation""], ""start"": 199, ""text"": ""issuer""}, {""end"": 234, ""labels"": [""Legal Term""], ""start"": 218, ""text"": ""shelf prospectus""}, {""end"": 215, ""labels"": [""Transaction""], ""start"": 206, ""text"": ""has filed""}, {""end"": 254, ""labels"": [""Value""], ""start"": 236, ""text"": ""not more than four""}, {""end"": 271, ""labels"": [""Legal Term""], ""start"": 255, ""text"": ""public issuances""}, {""end"": 285, ""labels"": [""Transaction""], ""start"": 272, ""text"": ""shall be made""}, {""end"": 319, ""labels"": [""Legal Term""], ""start"": 296, ""text"": ""single shelf prospectus""}, {""end"": 343, ""labels"": [""Date/Time""], ""start"": 329, ""text"": ""financial year""}]"
